Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,total_estadisticas,ratio_captura,Defensa,altura,PS,id_pokemon,ataque_especial,defensa_especial,Velocidad,Tipo 1,Tipo 2,peso,generacion,es_legendario
Stoutland,"Intimidación, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,500,45.0,90,1.2,85,508,45,90,80,Normal,,61.0,5,0
Purrloin,"Flexibilidad, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,281,255.0,37,0.4,41,509,50,37,66,Siniestro,,10.1,5,0
Liepard,"Flexibilidad, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,446,90.0,50,1.1,64,510,88,50,106,Siniestro,,37.5,5,0
Pansage,"Gluttony, Espesura",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,316,190.0,48,0.6,50,511,53,48,64,Planta,,10.5,5,0
Simisage,"Gluttony, Espesura",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,498,75.0,63,1.1,75,512,98,63,101,Planta,,30.5,5,0
Pansear,"Gluttony, Mar Llamas",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,316,190.0,48,0.6,50,513,53,48,64,Fuego,,11.0,5,0
Simisear,"Gluttony, Mar Llamas",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,498,75.0,63,1.0,75,514,98,63,101,Fuego,,28.0,5,0
Panpour,"Gluttony, Torrente",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,316,190.0,48,0.6,50,515,53,48,64,Agua,,13.5,5,0
Simipour,"Gluttony, Torrente",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,498,75.0,63,1.0,75,516,98,63,101,Agua,,29.0,5,0
Munna,"Forewarn, Synchronize, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,292,190.0,45,0.6,76,517,67,55,24,Psíquico,,23.3,5,0
Musharna,"Forewarn, Synchronize, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,487,75.0,85,1.1,116,518,107,95,29,Psíquico,,60.5,5,0
Pidove,"Sacapecho, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,264,255.0,50,0.3,50,519,36,30,43,Normal,Volador,2.1,5,0
Tranquill,"Sacapecho, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,358,120.0,62,0.6,62,520,50,42,65,Normal,Volador,15.0,5,0
Unfezant,"Sacapecho, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,488,45.0,80,1.2,80,521,65,55,93,Normal,Volador,29.0,5,0
Blitzle,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,295,190.0,32,0.8,45,522,50,32,76,Eléctrico,,29.8,5,0
Zebstrika,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,497,75.0,63,1.6,75,523,80,63,116,Eléctrico,,79.5,5,0
Roggenrola,"Robustez, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,280,255.0,85,0.4,55,524,25,25,15,Roca,,18.0,5,0
Boldore,"Robustez, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,390,120.0,105,0.9,70,525,50,40,20,Roca,,102.0,5,0
Gigalith,"Robustez, Sand Stream, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,515,45.0,130,1.7,85,526,60,80,25,Roca,,260.0,5,0
Woobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,323,190.0,43,0.4,65,527,55,43,72,Psíquico,Volador,2.1,5,0
Swoobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,425,45.0,55,0.9,67,528,77,55,114,Psíquico,Volador,10.5,5,0
Drilbur,"Sand Rush, Sand Force, Mold Breaker",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,328,120.0,40,0.3,60,529,30,45,68,Tierra,,8.5,5,0
Excadrill,"Sand Rush, Sand Force, Mold Breaker",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,508,60.0,60,0.7,110,530,50,65,88,Tierra,Acero,40.4,5,0
Audino,"Healer, Regenerator, Klutz",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,545,255.0,126,1.1,103,531,80,126,50,Normal,,31.0,5,0
Timburr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,305,180.0,55,0.6,75,532,25,35,35,Lucha,,12.5,5,0
Gurdurr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,405,90.0,85,1.2,85,533,40,50,40,Lucha,,40.0,5,0
Conkeldurr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,505,45.0,95,1.4,105,534,55,65,45,Lucha,,87.0,5,0
Tympole,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,294,255.0,40,0.5,50,535,50,40,64,Agua,,4.5,5,0
Palpitoad,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,384,120.0,55,0.8,75,536,65,55,69,Agua,Tierra,17.0,5,0
Seismitoad,"Swift Swim, Poison Touch, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,509,45.0,75,1.5,105,537,85,75,74,Agua,Tierra,62.0,5,0
Throh,"Agallas, Inner Focus, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,465,45.0,85,1.3,120,538,30,85,45,Lucha,,55.5,5,0
Sawk,"Robustez, Inner Focus, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,465,45.0,75,1.4,75,539,30,75,85,Lucha,,51.0,5,0
Sewaddle,"Enjambre, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,310,255.0,70,0.3,45,540,40,60,42,Bicho,Planta,2.5,5,0
Swadloon,"Leaf Guard, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,380,120.0,90,0.5,55,541,50,80,42,Bicho,Planta,7.3,5,0
Leavanny,"Enjambre, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,103,500,45.0,80,1.2,75,542,70,80,92,Bicho,Planta,20.5,5,0
Venipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,45,260,255.0,59,0.4,30,543,30,39,57,Bicho,Veneno,5.3,5,0
Whirlipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,55,360,120.0,99,1.2,40,544,40,79,47,Bicho,Veneno,58.5,5,0
Scolipede,"Poison Point, Enjambre, Speed Boost",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,100,485,45.0,89,2.5,60,545,55,69,112,Bicho,Veneno,200.5,5,0
Cottonee,"Prankster, Infiltrator, Clorofila",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,27,280,190.0,60,0.3,40,546,37,50,66,Planta,Hada,0.6,5,0
Whimsicott,"Prankster, Infiltrator, Clorofila",1.0,0.5,0.0,0.5,1.0,0.5,2.0,2.0,1.0,0.5,0.5,2.0,1.0,4.0,1.0,1.0,2.0,0.5,67,480,75.0,85,0.7,60,547,77,75,116,Planta,Hada,6.6,5,0
Petilil,"Clorofila, Own Tempo, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,35,280,190.0,50,0.5,45,548,70,50,30,Planta,,6.6,5,0
Lilligant,"Clorofila, Own Tempo, Leaf Guard",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,480,75.0,75,1.1,70,549,110,75,90,Planta,,16.3,5,0
Basculin,"Reckless, Rock Head, Adaptability, Mold Breaker",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,92,460,25.0,65,1.0,70,550,80,55,98,Agua,,18.0,5,0
Sandile,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,72,292,180.0,35,0.7,50,551,35,35,65,Tierra,Siniestro,15.2,5,0
Krokorok,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,82,351,90.0,45,1.0,60,552,45,45,74,Tierra,Siniestro,33.4,5,0
Krookodile,"Intimidación, Moxie, Anger Point",2.0,0.5,1.0,0.0,2.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,0.0,0.5,1.0,2.0,117,519,45.0,80,1.5,95,553,65,70,92,Tierra,Siniestro,96.3,5,0
Darumaka,"Hustle, Inner Focus",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,90,315,120.0,45,0.6,70,554,15,45,50,Fuego,,37.5,5,0
Darmanitan,"Sheer Force, Zen Mode",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,30,540,60.0,105,1.3,105,555,140,105,55,Fuego,Fuego,92.9,5,0
Maractus,"Water Absorb, Clorofila, Storm Drain",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,86,461,255.0,67,1.0,75,556,106,67,60,Planta,,28.0,5,0
Dwebble,"Robustez, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,65,325,190.0,85,0.3,50,557,35,35,55,Bicho,Roca,14.5,5,0
Crustle,"Robustez, Shell Armor, Weak Armor",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,1.0,2.0,2.0,2.0,105,485,75.0,125,1.4,70,558,65,75,45,Bicho,Roca,200.0,5,0
Scraggy,"Mudar, Moxie, Intimidación",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,75,348,180.0,70,0.6,50,559,35,70,48,Siniestro,Lucha,11.8,5,0
Scrafty,"Mudar, Moxie, Intimidación",1.0,0.25,1.0,1.0,4.0,2.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,90,488,90.0,115,1.1,65,560,45,115,58,Siniestro,Lucha,30.0,5,0
Sigilyph,"Wonder Skin, Magic Guard, Cromolente",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,58,490,45.0,80,1.4,72,561,103,80,97,Psíquico,Volador,14.0,5,0
Yamask,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,30,303,190.0,85,0.5,38,562,55,65,30,Fantasma,,1.5,5,0
Cofagrigus,Mummy,0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,50,483,90.0,145,1.7,58,563,95,105,30,Fantasma,,76.5,5,0
Tirtouga,"Solid Rock, Robustez, Swift Swim",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,78,355,45.0,103,0.7,54,564,53,45,22,Agua,Roca,16.5,5,0
Carracosta,"Solid Rock, Robustez, Swift Swim",1.0,1.0,1.0,2.0,1.0,2.0,0.25,0.5,1.0,4.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,108,495,45.0,133,1.2,74,565,83,65,32,Agua,Roca,81.0,5,0
Archen,Defeatist,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,112,401,45.0,45,0.5,55,566,74,45,70,Roca,Volador,9.5,5,0
Archeops,Defeatist,0.5,1.0,1.0,2.0,1.0,1.0,0.5,0.5,1.0,1.0,0.0,2.0,0.5,0.5,1.0,2.0,2.0,2.0,140,567,45.0,65,1.4,75,567,112,65,110,Roca,Volador,32.0,5,0
Trubbish,"Stench, Sticky Hold, Aftermath",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,50,329,190.0,62,0.6,50,568,40,62,65,Veneno,,31.0,5,0
Garbodor,"Stench, Weak Armor, Aftermath",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,95,474,60.0,82,1.9,80,569,60,82,75,Veneno,,107.3,5,0
Zorua,Illusion,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,65,330,75.0,40,0.7,40,570,80,40,65,Siniestro,,12.5,5,0
Zoroark,Illusion,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,105,510,45.0,60,1.6,60,571,120,60,105,Siniestro,,81.1,5,0
Minccino,"Cute Charm, Technician, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,50,300,255.0,40,0.4,55,572,40,40,75,Normal,,5.8,5,0
Cinccino,"Cute Charm, Technician, Skill Link",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,95,470,60.0,60,0.5,75,573,65,60,115,Normal,,7.5,5,0
Gothita,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,290,200.0,50,0.4,45,574,55,65,45,Psíquico,,5.8,5,0
Gothorita,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,45,390,100.0,70,0.7,60,575,75,85,55,Psíquico,,18.0,5,0
Gothitelle,"Frisk, Competitive, Shadow Tag",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,490,50.0,95,1.5,70,576,95,110,65,Psíquico,,44.0,5,0
Solosis,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,30,290,200.0,40,0.3,45,577,105,50,20,Psíquico,,1.0,5,0
Duosion,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,40,370,100.0,50,0.6,65,578,125,60,30,Psíquico,,8.0,5,0
Reuniclus,"Overcoat, Magic Guard, Regenerator",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,65,490,50.0,75,1.0,110,579,125,85,30,Psíquico,,20.1,5,0
Ducklett,"Vista Lince, Sacapecho, Hydration",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,44,305,190.0,50,0.5,62,580,44,50,55,Agua,Volador,5.5,5,0
Swanna,"Vista Lince, Sacapecho, Hydration",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,87,473,45.0,63,1.3,75,581,87,63,98,Agua,Volador,24.2,5,0
Vanillite,"Ice Body, Snow Cloak, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,50,305,255.0,50,0.4,36,582,65,60,44,Hielo,,5.7,5,0
Vanillish,"Ice Body, Snow Cloak, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,65,395,120.0,65,1.1,51,583,80,75,59,Hielo,,41.0,5,0
Vanilluxe,"Ice Body, Snow Warning, Weak Armor",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,95,535,45.0,85,1.3,71,584,110,95,79,Hielo,,57.5,5,0
Deerling,"Clorofila, Sap Sipper, Serene Grace",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,335,190.0,50,0.6,60,585,40,50,75,Normal,Planta,19.5,5,0
Sawsbuck,"Clorofila, Sap Sipper, Serene Grace",2.0,1.0,1.0,0.5,1.0,2.0,2.0,2.0,0.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,475,75.0,70,1.9,80,586,60,70,95,Normal,Planta,92.5,5,0
Emolga,"Electricidad Estática, Motor Drive",0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,0.5,1.0,75,428,200.0,60,0.4,55,587,75,60,103,Eléctrico,Volador,5.0,5,0
Karrablast,"Enjambre, Mudar, No Guard",1.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,1.0,1.0,75,315,200.0,45,0.5,50,588,40,45,60,Bicho,,5.9,5,0
Escavalier,"Enjambre, Shell Armor, Overcoat",0.5,1.0,0.5,1.0,0.5,1.0,4.0,1.0,1.0,0.25,1.0,0.5,0.5,0.0,0.5,1.0,0.5,1.0,135,495,75.0,105,1.0,70,589,60,105,20,Bicho,Acero,33.0,5,0
Foongus,"Effect Spore, Regenerator",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,55,294,190.0,45,0.2,69,590,55,55,15,Planta,Veneno,1.0,5,0
Amoonguss,"Effect Spore, Regenerator",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,85,464,75.0,70,0.6,114,591,85,80,30,Planta,Veneno,10.5,5,0
Frillish,"Water Absorb, Cursed Body, Humedad",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,40,335,190.0,50,1.2,55,592,65,85,40,Agua,Fantasma,33.0,5,0
Jellicent,"Water Absorb, Cursed Body, Humedad",0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,2.0,2.0,1.0,0.5,0.0,0.5,1.0,1.0,0.5,0.5,60,480,60.0,70,2.2,100,593,85,105,60,Agua,Fantasma,135.0,5,0
Alomomola,"Healer, Hydration, Regenerator",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,470,75.0,80,1.2,165,594,40,45,65,Agua,,31.6,5,0
Joltik,"Ojo Compuesto, Unnerve, Enjambre",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,47,319,190.0,50,0.1,50,595,57,50,65,Bicho,Eléctrico,0.6,5,0
Galvantula,"Ojo Compuesto, Unnerve, Enjambre",1.0,1.0,1.0,0.5,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,77,472,75.0,60,0.8,70,596,97,60,108,Bicho,Eléctrico,14.3,5,0
Ferroseed,Iron Barbs,1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,50,305,255.0,91,0.6,44,597,24,86,10,Planta,Acero,18.8,5,0
Ferrothorn,"Iron Barbs, Anticipation",1.0,1.0,0.5,0.5,0.5,2.0,4.0,1.0,1.0,0.25,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,94,489,90.0,131,1.0,74,598,54,116,20,Planta,Acero,110.0,5,0
Klink,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,55,300,130.0,70,0.3,40,599,45,60,30,Acero,,21.0,5,0
Klang,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,80,440,60.0,95,0.6,60,600,70,85,50,Acero,,51.0,5,0
Klinklang,"Plus, Minus, Clear Body",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,100,520,30.0,115,0.6,60,601,70,85,90,Acero,,81.0,5,0
Tynamo,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,55,275,190.0,40,0.2,35,602,45,40,60,Eléctrico,,0.3,5,0
Eelektrik,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,85,405,60.0,70,1.2,65,603,75,70,40,Eléctrico,,22.0,5,0
Eelektross,Levitación,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,115,515,30.0,80,2.1,85,604,105,80,50,Eléctrico,,80.5,5,0
Elgyem,"Telepathy, Synchronize, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,335,255.0,55,0.5,55,605,85,55,30,Psíquico,,9.0,5,0
Beheeyem,"Telepathy, Synchronize, Analytic",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,485,90.0,75,1.0,75,606,125,95,40,Psíquico,,34.5,5,0
Litwick,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,30,275,190.0,55,0.3,50,607,65,55,20,Fantasma,Fuego,3.1,5,0
Lampent,"Flash Fire, Flame Body, Infiltrator",0.25,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,0.5,0.0,0.5,1.0,2.0,0.5,2.0,40,370,90.0,60,0.6,60,608,95,60,55,Fantasma,Fuego,13.0,5,0
