Nombre,Habilidades,Resistencia vs Insecto,Resistencia vs Siniestro,Resistencia vs Dragón,Resistencia vs Electrico,Resistencia vs Hada,Resistencia vs Lucha,Resistencia vs Fuego,Resistencia vs Volador,Resistencia vs Fantasma,Resistencia vs Planta,Resistencia vs Tierra,Resistencia vs Hielo,Resistencia vs Normal,Resistencia vs Veneno,Resistencia vs Psiquico,Resistencia vs Roca,Resistencia vs Acero,Resistencia vs Agua,Ataque,Pasos Eclosión,Felicidad Base,Total Estadísticas,Ratio de Captura,Categoría,Defensa,Crecimiento Experiencia,Altura (m),PS,Porcentaje Macho,Número Pokedex,Ataque Especial,Defensa Especial,Velocidad,Tipo 1,Tipo 2,Peso (kg),Generación,Es Legendario
Skorupi,"Battle Armor, Sniper, Vista Lince",0.5,1.0,1.0,1.0,0.5,0.25,2.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,2.0,2.0,1.0,1.0,50,5120,70,330,120,Scorpion,90,1250000,0.8,40,50.0,451,30,55,65,Veneno,Bicho,12.0,4,0
Drapion,"Battle Armor, Sniper, Vista Lince",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,90,5120,70,500,45,Ogre Scorp,110,1250000,1.3,70,50.0,452,60,75,95,Veneno,Siniestro,61.5,4,0
Croagunk,"Anticipation, Dry Skin, Poison Touch",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,61,2560,100,300,140,Toxic Mouth,40,1000000,0.7,48,50.0,453,61,40,50,Veneno,Lucha,23.0,4,0
Toxicroak,"Anticipation, Dry Skin, Poison Touch",0.25,0.5,1.0,1.0,1.0,0.5,1.0,2.0,1.0,0.5,2.0,1.0,1.0,0.5,4.0,0.5,1.0,1.0,106,5120,70,490,75,Toxic Mouth,65,1000000,1.3,83,50.0,454,86,65,85,Veneno,Lucha,44.4,4,0
Carnivine,Levitación,2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,6400,70,454,200,Bug Catcher,72,1250000,1.4,74,50.0,455,90,72,46,Planta,,27.0,4,0
Finneon,"Swift Swim, Storm Drain, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,49,5120,70,330,190,Wing Fish,56,600000,0.4,49,50.0,456,49,61,66,Agua,,7.0,4,0
Lumineon,"Swift Swim, Storm Drain, Water Veil",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,69,5120,70,460,75,Neon,76,600000,1.2,69,50.0,457,69,86,91,Agua,,24.0,4,0
Mantyke,"Swift Swim, Water Absorb, Water Veil",0.5,1.0,1.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,20,6400,70,345,25,Kite,50,1250000,1.0,45,50.0,458,60,120,50,Agua,Volador,65.0,4,0
Snover,"Snow Warning, Soundproof",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,62,5120,70,334,120,Frosted Tree,50,1250000,1.0,60,50.0,459,62,60,40,Planta,Hielo,50.5,4,0
Abomasnow,"Snow Warning, Soundproof",2.0,1.0,1.0,0.5,1.0,2.0,4.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,1.0,2.0,2.0,0.5,132,5120,70,594,60,Frosted Tree,105,1250000,2.2,90,50.0,460,132,105,30,Planta,Hielo,135.5,4,0
Weavile,"Presión, Pickpocket",2.0,0.5,1.0,1.0,2.0,4.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,1.0,0.0,2.0,2.0,1.0,120,5120,35,510,45,Sharp Claw,65,1059860,1.1,70,50.0,461,45,85,125,Siniestro,Hielo,34.0,4,0
Magnezone,"Magnet Pull, Firmeza, Analytic",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,70,5120,70,535,30,Magnet Area,115,1000000,1.2,70,,462,130,90,60,Eléctrico,Acero,180.0,4,0
Lickilicky,"Ritmo Propio, Despiste, Cloud Nine",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,515,30,Licking,95,1000000,1.7,110,50.0,463,80,95,50,Normal,,140.0,4,0
Rhyperior,"Lightningrod, Solid Rock, Reckless",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,140,5120,70,535,30,Taladro,130,1250000,2.4,115,50.0,464,55,55,40,Tierra,Roca,282.8,4,0
Tangrowth,"Clorofila, Leaf Guard, Regenerator",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,100,5120,70,535,30,Vine,125,1000000,2.0,100,50.0,465,110,50,50,Planta,,128.6,4,0
Electivire,"Motor Drive, Vital Spirit",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,123,6400,70,540,30,Thunderbolt,67,1000000,1.8,75,75.4,466,95,85,95,Eléctrico,,138.6,4,0
Magmortar,"Flame Body, Vital Spirit",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,95,6400,70,540,30,Blast,67,1000000,1.6,75,75.4,467,125,95,83,Fuego,,68.0,4,0
Togekiss,"Hustle, Serene Grace, Super Luck",0.25,0.5,0.0,2.0,1.0,0.25,1.0,1.0,1.0,0.5,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,50,2560,70,545,30,Jubilee,95,800000,1.5,85,88.1,468,120,115,80,Hada,Volador,38.0,4,0
Yanmega,"Speed Boost, Tinted Lens, Frisk",0.5,1.0,1.0,2.0,1.0,0.25,2.0,2.0,1.0,0.25,0.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,76,5120,70,515,30,Ogre Darner,86,1000000,1.9,86,50.0,469,116,56,95,Bicho,Volador,51.5,4,0
Leafeon,"Leaf Guard, Clorofila",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,110,8960,35,525,45,Verdant,130,1000000,1.0,65,88.1,470,60,65,95,Planta,,25.5,4,0
Glaceon,"Snow Cloak, Ice Body",1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,2.0,1.0,60,8960,35,525,45,Fresh Snow,110,1000000,0.8,65,88.1,471,130,95,65,Hielo,,25.9,4,0
Gliscor,"Hyper Cutter, Sand Veil, Poison Heal",0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,4.0,1.0,0.5,1.0,1.0,1.0,2.0,95,5120,70,510,30,Fang Scorp,125,1059860,2.0,75,50.0,472,45,75,95,Tierra,Volador,42.5,4,0
Mamoswine,"Despiste, Snow Cloak, Thick Fat",1.0,1.0,1.0,0.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,130,5120,70,530,50,Twin Tusk,80,1250000,2.5,110,50.0,473,70,60,80,Hielo,Tierra,291.0,4,0
Porygon-Z,"Adaptability, Download, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,5120,70,535,30,Virtual,70,1000000,0.9,85,,474,135,75,90,Normal,,34.0,4,0
Gallade,"Steadfast, Justified",1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,165,5120,35,618,45,Blade,95,1250000,1.6,68,100.0,475,65,115,110,Psíquico,Lucha,52.0,4,0
Probopass,"Firmeza, Magnet Pull, Sand Force",0.5,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,1.0,4.0,0.5,0.25,0.0,0.5,0.5,1.0,2.0,55,5120,70,525,60,Compass,145,1000000,1.4,60,50.0,476,75,150,40,Roca,Acero,340.0,4,0
Dusknoir,"Presión, Frisk",0.5,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,1.0,1.0,1.0,100,6400,35,525,45,Gripper,135,800000,2.2,45,50.0,477,65,135,45,Fantasma,,106.6,4,0
Froslass,"Snow Cloak, Cursed Body",0.5,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,0.5,0.0,0.5,1.0,2.0,2.0,1.0,80,5120,70,480,75,Snow Land,70,1000000,1.3,70,0.0,478,80,70,110,Hielo,Fantasma,26.6,4,0
Rotom,Levitación,0.5,2.0,1.0,0.5,1.0,0.0,1.0,0.5,2.0,1.0,2.0,1.0,0.0,0.5,1.0,1.0,0.5,1.0,65,5120,70,520,45,Plasma,107,1000000,0.3,50,,479,105,107,86,Eléctrico,Fantasma,0.3,4,0
Uxie,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,75,20480,140,580,3,Knowledge,130,1250000,0.3,75,,480,75,130,95,Psíquico,,0.3,4,1
Mesprit,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,105,20480,140,580,3,Emotion,105,1250000,0.3,80,,481,105,105,80,Psíquico,,0.3,4,1
Azelf,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,125,20480,140,580,3,Willpower,70,1250000,0.3,75,,482,125,70,115,Psíquico,,0.3,4,1
Dialga,"Presión, Telepathy",0.5,1.0,1.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,2.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,120,30720,0,680,3,Temporal,120,1250000,5.4,100,,483,150,100,90,Acero,Dragón,683.0,4,1
Palkia,"Presión, Telepathy",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,120,30720,0,680,3,Spatial,100,1250000,4.2,90,,484,150,120,100,Agua,Dragón,336.0,4,1
Heatran,"Flash Fire, Flame Body",0.25,1.0,0.5,1.0,0.25,2.0,1.0,0.5,1.0,0.25,4.0,0.25,0.5,0.0,0.5,1.0,0.25,2.0,90,2560,100,600,3,Lava Dome,106,1250000,1.7,91,50.0,485,130,106,77,Fuego,Acero,430.0,4,1
Regigigas,Slow Start,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,160,30720,0,670,3,Colossal,110,1250000,3.7,110,,486,80,110,100,Normal,,420.0,4,1
Giratina,"Presión, Telepathy, Levitación",0.5,2.0,2.0,0.5,2.0,0.0,0.5,1.0,2.0,0.5,1.0,2.0,0.0,0.5,1.0,1.0,1.0,0.5,120,30720,0,680,3,Renegade,100,1250000,4.5,150,,487,120,100,90,Fantasma,Dragón,750.0,4,1
Cresselia,Levitación,2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,70,30720,100,600,3,Lunar,120,1250000,1.5,120,0.0,488,75,130,85,Psíquico,,85.6,4,1
Phione,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,80,10240,70,480,30,Sea Drifter,80,1250000,0.4,80,,489,80,80,80,Agua,,3.1,4,0
Manaphy,Hydration,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,2560,70,600,3,Seafaring,100,1250000,0.3,100,,490,100,100,100,Agua,,1.4,4,1
Darkrai,Bad Dreams,2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,90,30720,0,600,3,Pitch-Black,90,1250000,1.5,70,,491,135,90,125,Siniestro,,50.5,4,1
Shaymin,"Cura Natural, Serene Grace",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,103,30720,100,600,45,Gratitude,75,1059860,0.2,100,,492,120,75,127,Planta,Planta,2.1,4,1
Arceus,Multitype,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,120,30720,0,720,3,Alpha,120,1250000,3.2,120,,493,120,120,120,Normal,,320.0,4,1
Victini,Victory Star,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,2.0,0.5,2.0,0.5,1.0,1.0,0.5,2.0,0.5,2.0,100,30720,100,600,3,Victory,100,1250000,0.4,100,,494,100,100,100,Psíquico,Fuego,4.0,5,1
Snivy,"Espesura, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,45,5120,70,308,45,Grass Snake,55,1059860,0.6,45,88.1,495,45,55,63,Planta,,8.1,5,0
Servine,"Espesura, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,60,5120,70,413,45,Grass Snake,75,1059860,0.8,60,88.1,496,60,75,83,Planta,,16.0,5,0
Serperior,"Espesura, Contrary",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,75,5120,70,528,45,Regal,95,1059860,3.3,75,88.1,497,75,95,113,Planta,,63.0,5,0
Tepig,"Mar Llamas, Thick Fat",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,63,5120,70,308,45,Fire Pig,45,1059860,0.5,65,88.1,498,45,45,45,Fuego,,9.9,5,0
Pignite,"Mar Llamas, Thick Fat",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,93,5120,70,418,45,Fire Pig,55,1059860,1.0,90,88.1,499,70,55,55,Fuego,Lucha,55.5,5,0
Emboar,"Mar Llamas, Reckless",0.25,0.5,1.0,1.0,1.0,1.0,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,2.0,1.0,0.5,2.0,123,5120,70,528,45,Mega Fire Pig,65,1059860,1.6,110,88.1,500,100,65,65,Fuego,Lucha,150.0,5,0
Oshawott,"Torrente, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,55,5120,70,308,45,Sea Otter,45,1059860,0.5,55,88.1,501,63,45,45,Agua,,5.9,5,0
Dewott,"Torrente, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,75,5120,70,413,45,Discipline,60,1059860,0.8,75,88.1,502,83,60,60,Agua,,24.5,5,0
Samurott,"Torrente, Shell Armor",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,100,5120,70,528,45,Formidable,85,1059860,1.5,95,88.1,503,108,70,70,Agua,,94.6,5,0
Patrat,"Run Away, Vista Lince, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,55,3840,70,255,255,Scout,39,1000000,0.5,45,50.0,504,35,39,42,Normal,,11.6,5,0
Watchog,"Illuminate, Vista Lince, Analytic",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,85,5120,70,420,255,Lookout,69,1000000,1.1,60,50.0,505,60,69,77,Normal,,27.0,5,0
Lillipup,"Vital Spirit, Pickup, Run Away",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,3840,70,275,255,Cachorro,45,1059860,0.4,45,50.0,506,25,45,55,Normal,,4.1,5,0
Herdier,"Intimidación, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80,3840,70,370,120,Loyal Dog,65,1059860,0.9,65,50.0,507,35,65,60,Normal,,14.7,5,0
Stoutland,"Intimidación, Sand Rush, Scrappy",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,110,3840,70,500,45,Big-Hearted,90,1059860,1.2,85,50.0,508,45,90,80,Normal,,61.0,5,0
Purrloin,"Flexibilidad, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,50,5120,70,281,255,Devious,37,1000000,0.4,41,50.0,509,50,37,66,Siniestro,,10.1,5,0
Liepard,"Flexibilidad, Unburden, Prankster",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,88,5120,70,446,90,Cruel,50,1000000,1.1,64,50.0,510,88,50,106,Siniestro,,37.5,5,0
Pansage,"Gluttony, Espesura",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,53,5120,70,316,190,Grass Monkey,48,1000000,0.6,50,88.1,511,53,48,64,Planta,,10.5,5,0
Simisage,"Gluttony, Espesura",2.0,1.0,1.0,0.5,1.0,1.0,2.0,2.0,1.0,0.5,0.5,2.0,1.0,2.0,1.0,1.0,1.0,0.5,98,5120,70,498,75,Thorn Monkey,63,1000000,1.1,75,88.1,512,98,63,101,Planta,,30.5,5,0
Pansear,"Gluttony, Mar Llamas",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,53,5120,70,316,190,High Temp,48,1000000,0.6,50,88.1,513,53,48,64,Fuego,,11.0,5,0
Simisear,"Gluttony, Mar Llamas",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,98,5120,70,498,75,Ember,63,1000000,1.0,75,88.1,514,98,63,101,Fuego,,28.0,5,0
Panpour,"Gluttony, Torrente",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,53,5120,70,316,190,Spray,48,1000000,0.6,50,88.1,515,53,48,64,Agua,,13.5,5,0
Simipour,"Gluttony, Torrente",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,98,5120,70,498,75,Geyser,63,1000000,1.0,75,88.1,516,98,63,101,Agua,,29.0,5,0
Munna,"Forewarn, Sincronía, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,25,2560,70,292,190,Dream Eater,45,800000,0.6,76,50.0,517,67,55,24,Psíquico,,23.3,5,0
Musharna,"Forewarn, Sincronía, Telepathy",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,55,2560,70,487,75,Drowsing,85,800000,1.1,116,50.0,518,107,95,29,Psíquico,,60.5,5,0
Pidove,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,55,3840,70,264,255,Tiny Pigeon,50,1059860,0.3,50,50.0,519,36,30,43,Normal,Volador,2.1,5,0
Tranquill,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,77,3840,70,358,120,Wild Pigeon,62,1059860,0.6,62,50.0,520,50,42,65,Normal,Volador,15.0,5,0
Unfezant,"Big Pecks, Super Luck, Rivalry",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,115,3840,70,488,45,Proud,80,1059860,1.2,80,50.0,521,65,55,93,Normal,Volador,29.0,5,0
Blitzle,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,60,5120,70,295,190,Electrified,32,1000000,0.8,45,50.0,522,50,32,76,Eléctrico,,29.8,5,0
Zebstrika,"Lightningrod, Motor Drive, Sap Sipper",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,100,5120,70,497,75,Thunderbolt,63,1000000,1.6,75,50.0,523,80,63,116,Eléctrico,,79.5,5,0
Roggenrola,"Firmeza, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,75,3840,70,280,255,Mantle,85,1059860,0.4,55,50.0,524,25,25,15,Roca,,18.0,5,0
Boldore,"Firmeza, Weak Armor, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,105,3840,70,390,120,Ore,105,1059860,0.9,70,50.0,525,50,40,20,Roca,,102.0,5,0
Gigalith,"Firmeza, Sand Stream, Sand Force",1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,0.5,1.0,1.0,2.0,2.0,135,3840,70,515,45,Compressed,130,1059860,1.7,85,50.0,526,60,80,25,Roca,,260.0,5,0
Woobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,45,3840,70,323,190,Murciélago,43,1000000,0.4,65,50.0,527,55,43,72,Psíquico,Volador,2.1,5,0
Swoobat,"Unaware, Klutz, Simple",1.0,2.0,1.0,2.0,1.0,0.25,1.0,1.0,2.0,0.5,0.0,2.0,1.0,1.0,0.5,2.0,1.0,1.0,57,3840,70,425,45,Courting,55,1000000,0.9,67,50.0,528,77,55,114,Psíquico,Volador,10.5,5,0
Drilbur,"Sand Rush, Sand Force, Mold Breaker",1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,0.5,1.0,0.5,1.0,2.0,85,5120,70,328,120,Topo,40,1000000,0.3,60,50.0,529,30,45,68,Tierra,,8.5,5,0
Excadrill,"Sand Rush, Sand Force, Mold Breaker",0.5,1.0,0.5,0.0,0.5,2.0,2.0,0.5,1.0,1.0,2.0,1.0,0.5,0.0,0.5,0.25,0.5,2.0,135,5120,70,508,60,Subterrene,60,1000000,0.7,110,50.0,530,50,65,88,Tierra,Acero,40.4,5,0
Audino,"Healer, Regenerator, Klutz",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,60,5120,70,545,255,Hearing,126,800000,1.1,103,50.0,531,80,126,50,Normal,,31.0,5,0
Timburr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,80,5120,70,305,180,Muscular,55,1059860,0.6,75,75.4,532,25,35,35,Lucha,,12.5,5,0
Gurdurr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,105,5120,70,405,90,Muscular,85,1059860,1.2,85,75.4,533,40,50,40,Lucha,,40.0,5,0
Conkeldurr,"Agallas, Sheer Force, Iron Fist",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,140,5120,70,505,45,Muscular,95,1059860,1.4,105,75.4,534,55,65,45,Lucha,,87.0,5,0
Tympole,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,50,5120,70,294,255,Renacuajo,40,1059860,0.5,50,50.0,535,50,40,64,Agua,,4.5,5,0
Palpitoad,"Swift Swim, Hydration, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,65,5120,70,384,120,Vibration,55,1059860,0.8,75,50.0,536,65,55,69,Agua,Tierra,17.0,5,0
Seismitoad,"Swift Swim, Poison Touch, Water Absorb",1.0,1.0,1.0,0.0,1.0,1.0,0.5,1.0,1.0,4.0,1.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,95,5120,70,509,45,Vibration,75,1059860,1.5,105,50.0,537,85,75,74,Agua,Tierra,62.0,5,0
Throh,"Agallas, Foco Interno, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,100,5120,70,465,45,Judo,85,1000000,1.3,120,100.0,538,30,85,45,Lucha,,55.5,5,0
Sawk,"Firmeza, Foco Interno, Mold Breaker",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,125,5120,70,465,45,Karate,75,1000000,1.4,75,100.0,539,30,75,85,Lucha,,51.0,5,0
Sewaddle,"Enjambre, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,53,3840,70,310,255,Sewing,70,1059860,0.3,45,50.0,540,40,60,42,Bicho,Planta,2.5,5,0
Swadloon,"Leaf Guard, Clorofila, Overcoat",2.0,1.0,1.0,0.5,1.0,0.5,4.0,4.0,1.0,0.25,0.25,2.0,1.0,2.0,1.0,2.0,1.0,0.5,63,3840,70,380,120,Leaf-Wrapped,90,1059860,0.5,55,50.0,541,50,80,42,Bicho,Planta,7.3,5,0
